,phone,longBusinessSummary,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,trailingPegRatio,Attributes,Annual Report Expense Ratio (net),Holdings Turnover,Total Net Assets,forwardPE
75,,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the exchange-traded funds (""ETFs"") that comprise the index. The index is designed to provide targeted exposure to the five First Trust sector-based ETFs that the index provider believes offer the greatest potential to outperform the other ETFs in the selection universe and that satisfy certain trading volume and liquidity requirements.",86400,2,51.33,51.54,51.4701,52.3376,51.33,51.54,51.4701,52.3376,15.611176,119846,119846,198044,181390,181390,50.35,54.26,1000,3000,0.0047,3465820672,41.05,52.44,48.8804,46.09912,,,52.36,USD,Mid-Cap Blend,0.0157129,1.07,First Trust Advisors L.P.,1393977600,Exchange Traded Fund,0.0806573,0.1413184,NGM,ETF,FV,FV,First Trust Dorsey Wright Focus,First Trust Dorsey Wright Focus 5 ETF,1394116200,America/New_York,EST,128e7c2d-5320-3bae-95db-10cda461266e,finmb_254253835,-18000000,,FV,0.90%,103.00%,"42,362.54",
76,888-658-8287,"The fund normally invests at least 80% of its total assets in securities that comprise the fund's benchmark index. The index is comprised of fixed-rate, Renminbi (""RMB"")-denominated bonds issued in the People's Republic of China (""China"" or the ""PRC"") by Chinese credit, governmental and quasi-governmental (e.g., policy banks) issuers (""RMB Bonds""). The fund is non-diversified.",86400,2,21.8302,21.87,21.85,21.87,21.8302,21.87,21.85,21.87,,5690,5690,6231,6760,6760,20.23,24.8,800,800,0.0301,30996168,21.25,23.05,21.9019,21.87798,,,21.91,USD,Emerging-Markets Local-Currency Bond,-0.0103849005,0.61,VanEck,1415577600,Exchange Traded Fund,-0.0031512,0.0230347,PCX,ETF,CBON,CBON,VanEck China Bond ETF,VanEck China Bond ETF,1415716200,America/New_York,EST,8c0b1ad5-9562-31d0-9447-61b90030a543,finmb_269374353,-18000000,,CBON,0.51%,10.00%,"1,044.57",
77,1-800-474-2737,"The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index. The index is designed to measure the equity market performance in the People's Republic of China, as represented by ""A-shares"" that are accessible through the Shanghai-Hong Kong Stock Connect program or the Shenzhen-Hong Kong Stock Connect program.",86400,2,24.15,24.22,24.13,24.39,24.15,24.22,24.13,24.39,10.818306,155200,155200,89067,104770,104770,24.33,39.0,800,4000,0.0422,191457696,23.861,35.47,26.22902,28.77455,0.0,0.0,24.36583,USD,China Region,-0.055770703,0.64,iShares,1465776000,Exchange Traded Fund,-0.160033,0.020680001,BTS,ETF,CNYA,CNYA,iShares MSCI China A ETF,iShares MSCI China A ETF,1466083800,America/New_York,EST,17e8fc7a-4f08-3a6a-9403-0926fceefd59,finmb_273493317,-18000000,,CNYA,0.60%,26.00%,"18,142.81",
78,,"To maintain the correspondence between the composition and weights of the securities in the trust (the ""securities"") and the stocks in the NASDAQ-100 Index®, the adviser adjusts the securities from time to time to conform to periodic changes in the identity and/or relative weights of index securities. The composition and weighting of the securities portion of a portfolio deposit are also adjusted to conform to changes in the index.",86400,2,412.99,415.22,414.625,421.11,412.99,415.22,414.625,421.11,34.344498,69674282,69674282,47372111,48267500,48267500,421.95,421.97,1400,3200,0.0062,229965266944,281.18,421.34,396.6104,365.5665,1.77,0.004285818,421.28,USD,Large Growth,0.0284724,1.17,Invesco,921024000,Exchange Traded Fund,0.1070212,0.21407221,NGM,ETF,QQQ,QQQ,"Invesco QQQ Trust, Series 1",Invesco QQQ Trust,921076200,America/New_York,EST,714d32d4-5f6c-33bc-b36a-765119cb3c4c,finmb_8108558,-18000000,,QQQ,0.20%,22.08%,"340,814.69",
79,1-800-474-2737,"The index measures the performance of the inflation-protected public obligations of the U.S. Treasury, commonly known as ""TIPS,"" that have a remaining maturity of less than or equal to five years. The fund will invest at least 80% of its assets in the component securities of the underlying index, and the fund will invest at least 90% of its assets in U.S. Treasury securities that BFA believes will help the fund track the underlying index.",86400,2,98.68,98.65,98.596,98.6875,98.68,98.65,98.596,98.6875,,356085,356085,711403,453270,453270,98.57,99.26,1400,4000,0.028399998,8423536128,96.27,99.66,97.997,97.70455,0.0,0.0,98.6394,USD,Inflation-Protected Bond,0.0006086,0.31,iShares,1291161600,Exchange Traded Fund,0.0223654,0.0337082,PCX,ETF,STIP,STIP,iShares 0-5 Year TIPS Bond ETF,iShares 0-5 Year TIPS Bond ETF,1291386600,America/New_York,EST,8e92aa1e-1d45-3e42-ad14-ed17d9192d3f,finmb_116641929,-18000000,,STIP,0.03%,30.00%,0.00,
80,1-800-474-2737,"The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents,.",86400,2,178.61,179.52,178.97,181.38,178.61,179.52,178.97,181.38,35.963867,365374,365374,500290,870920,870920,170.67,184.56,1200,2200,0.0068,8422878208,124.96,181.38,171.299,157.84805,,,181.39775,USD,Large Growth,0.0349275,1.13,iShares,1253577600,Exchange Traded Fund,0.119734496,0.1992017,PCX,ETF,IWY,IWY,iShares Russell Top 200 Growth ,iShares Russell Top 200 Growth ETF,1254144600,America/New_York,EST,4d019c15-fa17-33b0-bda1-513993e88e68,finmb_69077362,-18000000,,IWY,0.20%,12.00%,"640,891.75",
81,,"Under normal market conditions, the fund invests at least 80% of its net assets in municipal securities whose interest is free from federal income taxes, including the federal alternative minimum tax. Although the fund tries to invest all of its assets in tax-free securities, it is possible that up to 20% of the fund's net assets may be in securities that pay interest that may be subject to the federal alternative minimum tax and, although not anticipated, in securities that pay interest subject to other federal or state income taxes.",86400,2,24.27,24.16,24.115,24.16,24.27,24.16,24.115,24.16,,19399,19399,51368,45640,45640,24.12,36.18,1200,1000,0.0372,164600752,22.5,25.94,23.8251,23.621996,,,24.09,USD,High Yield Muni,-0.0057708,0.95,Franklin Templeton Investments,1504137600,Exchange Traded Fund,-0.0013844,0.0247113,PCX,ETF,FLMI,FLMI,Franklin Dynamic Municipal Bond,Franklin Dynamic Municipal Bond ETF,1505395800,America/New_York,EST,920ba600-a6d8-358c-b14a-9d6f0cb9d63d,finmb_530008835,-18000000,,FLMI,0.30%,64.13%,0.00,
82,1-800-474-2737,"The fund will invest at least 80% of its assets in the component securities of the underlying index, and it will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that BFA believes will help the fund track the underlying index. The underlying index is a subset of the Bloomberg U.S. Convertibles: Cash Pay Bonds Index, which measures the performance of the U.S. dollar-denominated convertibles market.",86400,2,77.1,77.25,76.9943,77.42,77.1,77.25,76.9943,77.42,,279780,279780,343173,289840,289840,76.36,80.0,1000,900,0.0185,1580611584,69.73,78.925,75.755,74.53099,0.0,0.0,77.27993,USD,Convertibles,-0.0155236,0.79,iShares,1433203200,Exchange Traded Fund,-0.0549912,0.108523995,BTS,ETF,ICVT,ICVT,iShares Convertible Bond ETF,iShares Convertible Bond ETF,1433424600,America/New_York,EST,90861eb0-6fd5-39cd-b4b7-b7a4091a95a4,finmb_285620683,-18000000,,ICVT,0.20%,22.00%,290.31,
83,,"The fund employs an indexing investment approach designed to track the performance of the index. The index is a float-adjusted, market-capitalization-weighted index designed to measure equity market performance of mega-capitalization growth stocks in the United States. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified.",86400,2,263.72,265.07,264.32,268.04,263.72,265.07,264.32,268.04,40.183167,591906,591906,349042,381550,381550,267.85,275.0,1200,1200,0.005,16435228672,181.87,268.04,253.5188,233.3095,0.0,0.0,268.01,USD,Large Growth,0.0328696,1.19,Vanguard,1197849600,Exchange Traded Fund,0.1051337,0.1940741,PCX,ETF,MGK,MGK,Vanguard Mega Cap Growth ETF,Vanguard Mega Cap Growth Index Fund,1198765800,America/New_York,EST,4e7ca116-7279-3dac-b8fb-f7ec826404c6,finmb_39636485,-18000000,,MGK,0.07%,7.00%,"662,639.75",
84,1-800-435-4000,"To pursue its goal, the fund generally invests in stocks that are included in the Dow Jones U.S. Large-Cap Growth Total Stock Market Index. The index includes the large-cap growth portion of the Dow Jones U.S. Total Stock Market Index actually available to investors in the marketplace. The Dow Jones U.S. Large-Cap Growth Total Stock Market Index includes the components ranked 1-750 by full market capitalization and that are classified as ""growth"" based on a number of factors.",86400,2,84.19,84.63,84.4,85.53,84.19,84.63,84.4,85.53,38.245186,1624784,1624784,1339822,1635580,1635580,85.46,85.5,1800,900,0.0046,22777462784,58.26,85.53,80.8166,74.39735,0.0,0.0,85.51,USD,Large Growth,0.030978799,1.16,Schwab ETFs,1260489600,Exchange Traded Fund,0.1069673,0.1900055,PCX,ETF,SCHG,SCHG,Schwab U.S. Large-Cap Growth ET,Schwab U.S. Large-Cap Growth ETF,1262615400,America/New_York,EST,7c2ec218-42db-3112-9d7c-58b93365715a,finmb_83018900,-18000000,,SCHG,0.04%,9.00%,"428,720.09",
85,(415) 670-2000,"The fund seeks to track the investment results of the underlying index, which is designed to minimize the interest-rate risk of a portfolio composed of U.S. dollar-denominated, high yield corporate bonds, represented in the underlying index by the underlying fund. It invests at least 80% of its net assets in component securities and instruments in the fund’s underlying index.",86400,2,84.41,84.53,84.2,84.54,84.41,84.53,84.2,84.54,,7089,7089,22177,13190,13190,83.5,89.4,1100,1000,0.08939999,176571904,79.43,85.2,83.9811,83.08147,,,84.58033,USD,High Yield Bond,0.0058299,0.42,iShares,1401148800,Exchange Traded Fund,0.056219403,0.0474368,PCX,ETF,HYGH,HYGH,iShares Interest Rate Hedged Hi,iShares Interest Rate Hedged High Yield Bond ETF,1401370200,America/New_York,EST,52a2c218-9857-3bc2-b71a-ae7676be3bca,finmb_259653076,-18000000,,HYGH,0.51%,5.00%,0.00,
86,,"The fund generally will invest at least 80% of its total assets in the components that comprise the underlying index. The index is designed to measure the performance of the shorter maturity subset of the U.S. Treasury Inflation-Protected Securities (""TIPS"") market, represented by TIPS with a remaining maturity of at least one month and less than five years.",86400,2,24.925,24.91,24.8901,24.9145,24.925,24.91,24.8901,24.9145,,9261,9261,19077,21400,21400,9.97,27.29,900,900,0.023699999,74648464,24.291,25.13,24.8017,24.68678,0.0,0.0,24.91,USD,Inflation-Protected Bond,0.0006025,0.31,Invesco,1505779200,Exchange Traded Fund,0.0212562,0.0322811,BTS,ETF,PBTP,PBTP,Invesco 0-5 Yr US TIPS ETF,Invesco 0-5 Yr US TIPS ETF,1506346200,America/New_York,EST,3a364fa8-016c-3d89-b0e3-9dd87067284e,finmb_528766635,-18000000,,PBTP,0.07%,33.00%,0.00,
87,1-800-474-2737,"The fund will invest at least 80% of its assets in the component securities of the underlying index, and the fund will invest at least 90% of its assets in fixed income securities of the types included in the underlying index. The index is designed to reflect the performance of U.S. dollar-denominated investment-grade corporate debt.",86400,2,49.16,49.13,49.1,49.16,49.16,49.13,49.1,49.16,,255234,255234,458863,370790,370790,49.13,49.14,1100,900,0.03,2206779648,47.58,49.37,48.782,48.32255,,,49.12688,USD,Short-Term Bond,-0.0010163,0.39,iShares,1381795200,Exchange Traded Fund,0.0026196,0.0217381,NGM,ETF,SLQD,SLQD,iShares 0-5 Year Investment Gra,iShares 0-5 Year Investment Grade Corporate Bond ETF,1382016600,America/New_York,EST,67f68050-cb70-36f8-b005-6c842c8299ae,finmb_243961959,-18000000,,SLQD,0.06%,23.00%,0.00,
88,(800) 480-4111,"Under normal circumstances, the fund invests at least 80% of its assets in municipal securities, the income from which is exempt from federal income tax. The fund may invest in debt securities issued by governmental entities, certain issuers identified with the U.S. government and private issuers. It may invest in municipal mortgage-backed and asset-backed securities.",86400,2,50.66,50.57,50.54,50.6,50.66,50.57,50.54,50.6,10.253682,177603,177603,245780,197150,197150,20.23,80.83,800,1000,0.032,990579392,47.56,51.38,50.25292,49.78262,,,50.5205,USD,Muni National Interm,-0.0075549,0.88,JPMorgan,1540771200,Exchange Traded Fund,-0.0024022,0.0233202,BTS,ETF,JMUB,JMUB,JPMorgan Municipal ETF,JPMorgan Municipal ETF,1541428200,America/New_York,EST,49aefbd4-3858-3cd5-87d5-86486aae3b11,finmb_578639307,-18000000,,JMUB,0.18%,33.00%,"52,648.37",
89,1-800-474-2737,"The index measures the performance of the large-capitalization growth sector of the U.S. equity market. The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. It is non-diversified.",86400,2,76.33,76.7,76.515,77.6,76.33,76.7,76.515,77.6,26.12578,2113982,2113982,2018900,1742860,1742860,76.13,78.15,800,1100,0.010299999,36852408320,7.05,77.6,73.506,69.7544,0.437,0.0057251407,77.58422,USD,Large Growth,0.0332889,1.11,iShares,958953600,Exchange Traded Fund,0.0761821,0.1538093,PCX,ETF,IVW,IVW,iShares S&P 500 Growth ETF,iShares S&P 500 Growth ETF,959347800,America/New_York,EST,ba849538-63bb-3ad2-895e-f2d35563e543,finmb_8798061,-18000000,,IVW,0.18%,34.00%,"512,414.69",
90,,"The index is a market-capitalization-weighted index that includes all inflation-protected public obligations issued by the U.S. Treasury with remaining maturities of less than 5 years. The manager attempts to replicate the target index by investing all, or substantially all, of its assets in the securities that make up the index, holding each security in approximately the same proportion as its weighting in the index.",86400,2,47.55,47.53,47.49,47.54,47.55,47.53,47.49,47.54,,1491282,1491282,1859827,1080160,1080160,47.4,47.52,3100,2200,0.0286,51501056000,46.67,48.17,47.5696,47.43135,,,47.5,USD,Inflation-Protected Bond,0.0010529,0.31,Vanguard,1350000000,Exchange Traded Fund,0.0218597,0.0329426,NGM,ETF,VTIP,VTIP,Vanguard Short-Term Inflation-P,Vanguard Short-Term Inflation-Protected Securities Index Fund,1350394200,America/New_York,EST,ca26ae8c-3aab-306a-ab9d-0037e99ec205,finmb_223005135,-18000000,,VTIP,0.04%,28.00%,0.00,
91,1-800-474-2737,"The index measures the performance of investment-grade corporate bonds of both U.S. and non-U.S. issuers that are U.S. dollar-denominated and publicly issued in the U.S. domestic market and have a remaining maturity of greater than or equal to one year and less than five years. The fund will invest at least 80% of its assets in the component securities of the index, and the fund will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that BFA believes will help the fund track the index.",86400,2,51.21,51.2,51.135,51.2,51.21,51.2,51.135,51.2,,1752988,1752988,3837893,2673460,2673460,51.17,51.17,21500,38500,0.0326,21443612672,49.36,51.49,50.7548,50.2687,0.0,0.0,51.16318,USD,Short-Term Bond,-0.0017552,0.46,iShares,1167955200,Exchange Traded Fund,-0.000583,0.022824299,NGM,ETF,IGSB,IGSB,iShares 1-5 Year Investment Gra,iShares 1-5 Year Investment Grade Corporate Bond ETF,1168525800,America/New_York,EST,a42396d3-b10c-3c83-94bd-7e138339c20e,finmb_31130801,-18000000,,IGSB,0.04%,26.00%,0.00,
92,,"The fund will invest at least 80% of its assets in the component securities of the underlying index, and the fund will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that BFA believes will help the fund track the underlying index. The underlying index includes bonds issued by corporations based in Latin American, Eastern European, Middle Eastern/African, and Asian countries (excluding Japan).",86400,2,43.87,43.93,43.83,44.13,43.87,43.93,43.83,44.13,,64413,64413,43760,29240,29240,39.66,48.08,800,800,0.0479,408187168,41.33,44.62,43.3112,42.9925,0.0,0.0,43.70944,USD,Emerging Markets Bond,-0.0056651,0.83,iShares,1334620800,Exchange Traded Fund,-0.0196882,0.0219441,BTS,ETF,CEMB,CEMB,iShares J.P. Morgan EM Corporat,iShares J.P. Morgan EM Corporate Bond ETF,1334842200,America/New_York,EST,459a039d-d6b4-3218-97a4-152536d5adc3,finmb_201032157,-18000000,,CEMB,0.50%,25.00%,0.00,
93,,"The advisor employs an indexing investment approach designed to track the performance of the S&P 500® Growth Index, which represents the growth companies, as determined by the index sponsor, of the S&P 500 Index. The index measures the performance of large-capitalization growth companies in the United States.",86400,2,275.33,276.65,275.8601,279.82,275.33,276.65,275.8601,279.82,26.274176,170131,170131,101736,114720,114720,275.5,281.72,1200,900,0.0112,8765043712,212.07,279.82,265.1366,251.6145,,,279.73,USD,Large Growth,0.033346903,1.11,Vanguard,1283817600,Exchange Traded Fund,0.0769931,0.1546604,PCX,ETF,VOOG,VOOG,Vanguard S&P 500 Growth ETF,Vanguard S&P 500 Growth Index Fund,1284039000,America/New_York,EST,235f29a7-e068-3782-97c1-693236655738,finmb_113108076,-18000000,,VOOG,0.10%,33.00%,"532,578.38",
94,(415) 670-2000,"The index is designed to minimize the interest-rate risk exposure of a portfolio composed of U.S. dollar-denominated, investment grade bonds, represented in the index by the underlying fund, by including a series of up to 10 interest rate swap contracts with different maturities. The fund invests, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in component securities and instruments in the index and/or bonds included in the underlying index of the underlying fund.",86400,2,93.718,93.8,93.76,93.94,93.718,93.8,93.76,93.94,,25093,25093,13506,18460,18460,37.76,94.55,1400,1200,0.0769,274443680,89.17,94.36,93.24386,92.384995,0.0,0.0,93.94311,USD,Ultrashort Bond,0.008096,0.41,iShares,1401148800,Exchange Traded Fund,0.0376935,0.0407497,PCX,ETF,LQDH,LQDH,iShares Interest Rate Hedged Co,iShares Interest Rate Hedged Corporate Bond ETF,1403011800,America/New_York,EST,f42c5e1a-e83d-3422-bb93-3fcd48afda95,finmb_256803245,-18000000,,LQDH,0.24%,28.00%,0.00,
95,,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index measures the performance of the large-capitalization growth segment of the U.S. equity market. It is non-diversified.",86400,2,66.15,66.48,66.29,67.22,66.15,66.48,66.29,67.22,26.11214,1979811,1979811,2237895,2185180,2185180,66.5,67.43,3200,4000,0.0115,21339326464,50.98,67.22,63.6738,60.41705,0.46,0.0069538928,67.20844,USD,Large Growth,0.032739,1.11,SPDR State Street Global Advisors,969840000,Exchange Traded Fund,0.077683,0.1551959,PCX,ETF,SPYG,SPYG,SPDR Series Trust SPDR Portfoli,SPDR Portfolio S&P 500 Growth ETF,970493400,America/New_York,EST,ea664f16-fe8f-3a1c-b9b2-48702380a8ef,finmb_8799255,-18000000,,SPYG,0.04%,33.00%,"531,378.06",
96,(215) 979-3750,"The fund invests at least 80% of its net assets in FLexible EXchange® Options (""FLEX Options"") that reference the SPDR® S&P 500® ETF Trust (the “Underlying ETF”). FLEX Options are exchange-traded option contracts with uniquely customizable terms. The Underlying ETF invests in equity securities of companies, including companies with large capitalizations. The fund is non-diversified.",86400,2,36.26,36.31,36.31,36.5545,36.26,36.31,36.31,36.5545,23.73024,61904,61904,161014,144080,144080,34.17,40.0,1100,1200,0.0,1063149632,30.07,36.555,35.504,33.95897,0.0,0.0,36.5379,USD,,0.0093949,0.49,Innovator ETFs,1533600000,Exchange Traded Fund,0.0813527,0.0830291,BTS,ETF,PJUL,PJUL,Innovator U.S. Equity Power Buf,Innovator S&P 500 Power Buffer ETF — July,1533821400,America/New_York,EST,aa64a8b3-506d-39c1-9e59-dbb6dec65db3,finmb_571932763,-18000000,,PJUL,0.79%,0.00%,"230,445.09",
97,(866) 787-2257,"Under normal circumstances, the fund will invest at least 80% of its net assets (plus the amount of borrowings for investment purposes) in emerging market fixed income securities. Fixed income securities are defined as fixed income securities issued or guaranteed by foreign corporations or foreign governments; corporate or government bonds; sovereign debt; structured securities; foreign currency transactions; certain derivatives; preferred securities; zero coupon bonds; credit-linked notes; pass through notes; bank loans; and perpetual maturity bonds.",86400,2,41.74,41.7,41.75,41.75,41.74,41.7,41.75,41.75,,2448,2448,7652,4020,4020,37.71,66.72,800,800,0.048,84521048,39.2,42.13,41.09908,40.69416,,,41.6627,USD,Emerging Markets Bond,-0.0045684,1.09,SPDR State Street Global Advisors,1460505600,Exchange Traded Fund,-0.0189873,0.0138212005,BTS,ETF,EMTL,EMTL,SPDR DoubleLine Emerging Market,SPDR DoubleLine Emerging Markets Fixed Income ETF,1461677400,America/New_York,EST,ab05a9ff-8aaf-30cf-a538-47bcaaaa73bb,finmb_325970893,-18000000,,EMTL,0.65%,48.00%,0.00,
98,,"The fund employs an indexing investment approach designed to track the performance of the Bloomberg U.S. 1-5 Year Corporate Bond Index. This index includes U.S. dollar-denominated, investment-grade, fixed-rate, taxable securities issued by U.S. and non-U.S. industrial, utility, and financial companies, with maturities between 1 and 5 years. Under normal circumstances, at least 80% of the fund's assets will be invested in bonds included in the index.",86400,2,77.285,77.28,77.1601,77.28,77.285,77.28,77.1601,77.28,,12926198,12926198,4871680,7043540,7043540,77.22,77.23,1300,3000,0.031,41716535296,74.43,77.7,76.604,75.83555,,,77.2,USD,Short-Term Bond,-0.001551,0.48,Vanguard,1258588800,Exchange Traded Fund,-0.001377,0.021749001,NGM,ETF,VCSH,VCSH,Vanguard Short-Term Corporate B,Vanguard Short-Term Corporate Bond Index Fund,1258986600,America/New_York,EST,8caf33e3-6d77-3bef-9767-8513a4bdfd4b,finmb_81834125,-18000000,,VCSH,0.04%,63.00%,0.00,
99,1-800-474-2737,"The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. It is non-diversified.",86400,2,105.6,106.01,105.8225,107.3,105.6,106.01,105.8225,107.3,25.356447,437515,437515,519945,574490,574490,107.14,109.23,1000,1200,0.0112,14969914368,81.93,107.3,101.7408,96.65935,0.728,0.0068939393,107.29494,USD,Large Growth,0.0307397,1.1,iShares,964396800,Exchange Traded Fund,0.0746702,0.1522822,NGM,ETF,IUSG,IUSG,iShares Core S&P U.S. Growth ET,iShares Core S&P U.S. Growth ETF,964791000,America/New_York,EST,1938e8c8-5397-3e7e-8e56-3a17b5d14b32,finmb_8797743,-18000000,,IUSG,0.04%,36.00%,"405,856.28",
100,1-800-474-2737,The fund will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of U.S. stocks issued by large-mid capitalization companies that have exhibited above-average “growth” characteristics. It is non-diversified.,86400,2,68.61,68.89,68.74,69.5701,68.61,68.89,68.74,69.5701,35.850624,35510,35510,71150,54130,54130,68.22,70.85,800,800,0.0069,1910731392,50.37,69.5701,66.0458,61.4333,0.203,0.0029587522,69.59856,USD,Large Growth,0.0256842,1.15,iShares,1088380800,Exchange Traded Fund,0.0684861,0.1601252,PCX,ETF,ILCG,ILCG,iShares Morningstar Large-Cap G,iShares Morningstar Growth ETF,1089725400,America/New_York,EST,cb1f7746-80d9-3e79-afa9-b61e60729b66,finmb_22701066,-18000000,,ILCG,0.04%,28.00%,"366,419.56",
101,(469) 442-8424,"The fund will, under normal circumstances, invest at least 80% of its total assets, plus borrowings for investment purposes (the ""80% basket"") in component securities of the underlying index (""Component Securities""). The underlying index is designed to measure the performance of large and mid- capitalization companies that are ""empowering to minorities,"" and to exhibit risk and return characteristics similar to those of the Morningstar U.S. Large-Mid Cap ® Index. The fund is non-diversified.",86400,2,34.37,34.49,34.457,34.81,34.37,34.49,34.457,34.81,23.663792,2852,2852,2967,2680,2680,31.45,38.13,1000,800,0.0128,41633832,26.81,34.81,33.1246,31.45465,,,34.36,USD,Large Blend,0.025020398,1.01,Impact Shares,1531353600,Exchange Traded Fund,0.0916028,0.1525733,PCX,ETF,NACP,NACP,Impact Shares Trust I Impact Sh,Impact Shares NAACP Minority Empowerment ETF,1532007000,America/New_York,EST,b9c4c117-12d9-392c-a89b-261f3a81adea,finmb_548711683,-18000000,,NACP,0.49%,0.00%,"279,760.12",
102,,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index measures the performance of the large-capitalization growth segment of the U.S. equity market. It is non-diversified.",86400,2,66.15,66.48,66.29,67.22,66.15,66.48,66.29,67.22,26.11214,1979811,1979811,2237895,2185180,2185180,66.5,67.43,3200,4000,0.0115,21339326464,50.98,67.22,63.6738,60.41705,0.46,0.0069538928,67.20844,USD,Large Growth,0.032739,1.11,SPDR State Street Global Advisors,969840000,Exchange Traded Fund,0.077683,0.1551959,PCX,ETF,SPYG,SPYG,SPDR Series Trust SPDR Portfoli,SPDR Portfolio S&P 500 Growth ETF,970493400,America/New_York,EST,ea664f16-fe8f-3a1c-b9b2-48702380a8ef,finmb_8799255,-18000000,,SPYG,0.04%,33.00%,"531,378.06",
103,,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is a modified-market capitalization-weighted index designed to track the performance of companies primarily engaged in U.S. property and casualty insurance activities, as determined by the index provider. The fund is non-diversified.",86400,2,93.92,94.93,94.93,96.18,93.92,94.93,94.93,96.18,17.453716,14440,14440,24700,15240,15240,92.78,101.57,900,1000,0.0168,195374752,78.16,96.18,90.7926,85.43645,,,95.92,USD,Financial,0.0603248,0.53,Invesco,1291248000,Exchange Traded Fund,0.1375925,0.1260694,NGM,ETF,KBWP,KBWP,Invesco KBW Property & Casualty,Invesco KBW Property & Casualty Insurance ETF,1293028200,America/New_York,EST,5083d970-d3be-33e9-83c4-81c5c89148ff,finmb_116573020,-18000000,,KBWP,0.35%,12.00%,"16,755.46",
104,888-658-8287,"The fund normally invests at least 80% of its total assets in securities that comprise the fund's benchmark index. To be initially eligible for the index, companies must generate at least 50% of their revenues from retail. Retail includes companies engaged primarily in retail distribution; wholesalers; online, direct mail and TV retailers; multi-line retailers; specialty retailers; and food and other staples retailers. The fund is non-diversified.",86400,2,189.0,189.72,188.372,190.2201,189.0,189.72,188.372,190.2201,27.869614,6069,6069,6400,6430,6430,186.54,190.0,1400,800,0.0107,164155376,152.26,190.2201,182.8834,173.61266,0.0,0.0,189.94,USD,Consumer Cyclical,0.0102534,0.92,VanEck,1324339200,Exchange Traded Fund,0.0713907,0.1470378,NGM,ETF,RTH,RTH,VanEck Retail ETF,VanEck Retail ETF,990106200,America/New_York,EST,f8c9ac80-cb89-3db3-aeec-40e978edaac0,finmb_3203450,-18000000,,RTH,0.35%,20.00%,"159,132.75",
105,(415) 670-2000,"The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in component securities and instruments in the fund’s underlying index and/or bonds included in the underlying index of the underlying fund.",86400,2,24.55,24.545,24.5301,24.61,24.55,24.545,24.5301,24.61,,31538,31538,32885,25630,25630,24.32,26.91,800,3000,0.0731,68968928,22.66,24.62,24.26008,23.791985,,,24.59291,USD,Ultrashort Bond,0.0169632,0.51,iShares,1437523200,Exchange Traded Fund,0.040000603,0.041985,PCX,ETF,IGBH,IGBH,iShares Interest Rate Hedged Lo,iShares Interest Rate Hedged Long-Term Corporate Bond ETF,1441978200,America/New_York,EST,90b4ba45-d38e-312f-9e4b-468ce83c5f7f,finmb_304764424,-18000000,,IGBH,0.14%,87.00%,0.00,
